id,name,is_manufacturer
3907,FUTURE DIAGNOSTICS B.V.,1
3908,"GYN-DISPOSABLES, INC.",1
3909,KARL STORZ ENDOSKOP GMBH,1
3910,ALPHA OMEGA ENGINEERING CORP.,1
3911,"CYTOCORP, INC.",1
3912,BECKMAN-DIAGNOSTIC SYSTEMS GROUP,1
3913,INTRASENSE,1
3914,LINKSPINE INC,1
3915,TAYLOR INSTRUMENT ANALYTICS CO.,1
3916,BONESUPPORT AB,1
3917,"KERALA RUBBER & RECLAIMS, LTD.",1
3918,"KADA RESEARCH, INC.",1
3919,PRIMERADX,1
3920,"SPECIALTY SURGICAL PRODUCTS, INC.",1
3921,VIGGO PRODUCTS,1
3922,ARROW INTERNATIONAL INC.,1
3923,"ADVANCED IMAGING SOLUTIONS, LLC",1
3924,FUNAI RADIO & COMMUNICATIONS CORP.,1
3925,MAYBORN BABY AND CHILD / JACKEL INTERNATIONAL LTD,1
3926,APDYNE MEDICAL CO.,1
3927,"RESPIRATORY MARKETING, INC.",1
3928,PHARMACHEM CORP.,1
3929,MICROFILE INTELLECTUAL PROPERTY GMBH,1
3930,HYDRON PTY LIMITED,1
3931,MEDGRAPHIX INTL.,1
3932,"DIAGNOSTIC SOLUTIONS, INC.",1
3933,MEDICAL ACOUSTICS,1
3934,NORDISK INFUSER SYSTEM,1
3935,"MENICON U.S.A., INC.",1
3936,"ADVANCED HEALTH PRODUCTS, LOT 60 & 61",1
3937,"FIRST CALL, INC.",1
3938,"XOMED-TREACE, INC.",1
3939,HANDPIECE UNLIMITED,1
3940,"BIOSCIENCE, INC.",1
3941,"MICRO IDEA INSTRUMENT CO., LTD.",1
3942,AURALOGIC,1
3943,ESKA IMPLANTS GMBH & CO.,1
3944,"3M INFORMATION,IMAGING AND ELECTRONIC SECTOR",1
3945,CALIFORNIA BAZAR,1
3946,"INTERSURGICAL, INC.",1
3947,AVACEN INC.,1
3948,"BRELL MAR PRODUCTS, INC.",1
3949,"CARDIO KINETICS, INC.",1
3950,STIMEL LTD,1
3951,"ENCORE, INC.",1
3952,"REVO, INC.",1
3953,"INCONTINENT CONTROL DEVICES, INC.",1
3954,"SAEYANG MICROTECH CO., LTD",1
3955,"QUANTUM DEVICES, INC.",1
3956,NORTH-VISION TECH. INC.,1
3957,"EBI, INC.",1
3958,JJ IMPLANTS,1
3959,"NORTH ATLANTIC REHABILITATION, INC,",1
3960,"GMDASZ MANUFACTURING CO., LTD",1
3961,"BIO FOCUS CO., LT.",1
3962,"NEUROVISION MEDICAL PRODUCTS, INC.",1
3963,"AMERICAN ADVISORS, INC.",1
3964,"FISMA, INC.",1
3965,"ARISTO MEDICAL PRODUCTS, INC.",1
3966,"COWELLMEDI CO., LTD",1
3967,MEDICIS TECHNOLOGIES CORPORATION,1
3968,"WATER-JEL TECHNOLOGIES, INC.",1
3969,"CARDIONICS, INC.",1
3970,EYEWORKS 3,1
3971,SHINA CORP.,1
3972,"SHENZHEN LEADING PERFECTION TECHNOLOGY CO., LTD",1
3973,BIO RESPONSE,1
3974,INO THERAPEUTICS,1
3975,"A.B. KORKOR MEDICAL, INC.",1
3976,"OPTI-RAY, INC.",1
3977,"LG ELECTRONICS, INC.",1
3978,"LSVP INTL., INC.",1
3979,INTEGRA LIFE SCIENCES,1
3980,PN MEDICAL,1
3981,CAVEX HOLLAND B.V,1
3982,"MANN CHI TRADING CO., LTD.",1
3983,"GENOSSIS, LLC",1
3984,"NICE RECOVERY SYSTEMS, LLC",1
3985,CAMURUS AB,1
3986,"GE HEALTHCARE (GE MEDICAL SYSTEMS, LLC)",1
3987,"METRON U.S., INC.",1
3988,M/S. KANAM LATEX INDUSTRIES PVT. LTD.,1
3989,SERRANO INTL.,1
3990,MEDIPREMA,1
3991,SPORTS MEDICAL SYNERGY,1
3992,"A-MED SYSTEMS, INC.",1
3993,ETHICON INC,1
3994,"SPARTAN MICRO, INC",1
3995,"BIOTONE INTERNATIONAL, INC.",1
3996,DUOMED INC.,1
3997,GYNE IDEAS LTD.,1
3998,"FLEXIBLE STENTING SOLUTIONS, INC.",1
3999,PERMEDICA,1
4000,"BARTELS, INC.",1
4001,"ENTIFIC MEDICAL SYSTEMS, INC.",1
4002,COOPER LABORATORIES,1
4003,"KUO & YANG INDUSTRIAL CO., LTD.",1
4004,TELEFLEX MEDICAL GROUP,1
4005,HEMOSPHERE INC,1
4006,BHDENTAL LTD,1
4007,MED-GENERAL TECHNOLOGIES LLC,1
4008,"CUREMETRIX, INC",1
4009,DITTMAR AND PENN CORP.,1
4010,ATLANTIC THERAPEUTICS LTD.,1
4011,ELSCINTEC SYSTEMS LTD.,1
4012,BOSTONSIGHT,1
4013,"SARSTEDT, INC.",1
4014,ZOLAR TECHNOLOGY & MFG. CO. INC.,1
4015,REALCLOUD IMAGING INC.,1
4016,KIKA MEDICAL INC.,1
4017,VEXIM SA,1
4018,"WARNE SURGICAL PRODUCTS, LTD.",1
4019,"VISION PRODUCTS CO., INC.",1
4020,"SENSOMOTORIC INSTRUMENTS, GMBH",1
4021,MIAMI FAT SUPPLY,1
4022,INSPEKTOR DENTAL CARE BV,1
4023,DONGGUAN SIMZO ELECTRONIC TECHNOLOGY CO.LTD.,1
4024,DEPILASE GROUP LTD.,1
4025,"LENS COMFORT, INC.",1
4026,SAI LATEX PRIVATE LTD.,1
4027,"WB INTL., INC.",1
4028,KALAJIAN ENT.,1
4029,IMMUNEX RADIOCHEMICAL DIAGNOSTICS,1
4030,FORESIGHT REGULATORY STRATEGIES,1
4031,"IMEDIPLUS, INC.",1
4032,"LED TECHNOLOGIES, INC.",1
4033,SYNCARE CORP.,1
4034,SYNTHES (USA) PRODUCTS LLC/NORIAN CORPORATION,1
4035,MEDICAL DIMENSIONS,1
4036,NISSHO CORP.,1
4037,CHANG GUNG MEDICAL SUPPLIES & EQUIPMENT CORP.,1
4038,"SHL MEDICAL, USA",1
4039,"AVINGER, INC.",1
4040,"RHYTHMEDIX, LLC",1
4041,SUNFIRE INDUSTRIES INC.,1
4042,ATPAC MEDICAL LLC,1
4043,"MEDNET LOCATOR, INC.",1
4044,NEOTHERMIA CORP.,1
4045,AILTECH,1
4046,TRI DENTAL INNOVATORS,1
4047,GREENE INTERNATIONAL CORP.,1
4048,DMS LABORATORIES,1
4049,"HARVEST INTL. OF AMERICA, INC.",1
4050,"SAFEWAY PRODUCTS, INC.",1
4051,"LPL (HUI ZHOU) GLOVE CO., LTD.",1
4052,THE PERMA-PIC CO.,1
4053,"SOUNDTEK, INC.",1
4054,MEGA WIJAYA SDN. BHD.,1
4055,ECO YARN CO.,1
4056,OPTO ELECTRONICA SA,1
4057,"MTC INDUSTRIES AND RESEARCH, LTD.",1
4058,"SIMONDR, INC.",1
4059,MED SYSTEMS,1
4060,"BERKELEY BIO-MEDICAL, INC.",1
4061,AV MEDICAL TECHNOLOGIES LTD,1
4062,"CONTINENTAL DENTAL CERAMICS, INC. (DBA CONTINENTAL",1
4063,"DRI-AIRE, INC.",1
4064,"ELECTRONIC HEALTH TECHNOLOGIES, INC.",1
4065,"THE SURGEON GENERAL, DEPARTMENT OF THE ARMY",1
4066,FLUOPTICS,1
4067,MEROCEL CORP.,1
4068,"HOLLYWOG, LLC",1
4069,"ATHENA FEMININE TECHNOLOGIES, INC.",1
4070,"SMART MEDICAL SYSTEMS, LTD.",1
4071,"HURSCH ENT., INC.",1
4072,"NEXTGEN BIOLOGICS, INC.",1
4073,OPTIMAL DENTAL (USA),1
4074,"SMITH & NEPHEW UNITED, INC.",1
4075,WEISSBURG ASSOCIATES,1
4076,"PEARCE CLINICAL LABORATORIES, INC.",1
4077,"UNION LICENSE ENT. CO., LTD.",1
4078,ECONOMY PLUS,1
4079,"DIO DEPARTMENT DSI, INC.",1
4080,"KUO TAI HOSPITAL MANAGEMENTS & CONSULTANT CO., LTD",1
4081,ADVANCED MEDICAL SOLUTIONS LIMITED,1
4082,GENADYNE BIOTECHNOLOGIES,1
4083,"BEST MEDICAL INTERNATIONAL, INC.",1
4084,"TAIWAN ARMADA ENTERPRISE CO., LTD.",1
4085,KANGFU MEDICAL EQUIPMENT FACTORY,1
4086,INTERLAB(ELECTROMECHANICAL),1
4087,O.M.T. OBERFLACHEN-UND MATERIALTECHNOLOGIE GMBH,1
4088,DENTSPLY SIRONA,1
4089,CARDIO DATA,1
4090,CAPA INDUSTRIES,1
4091,DISPOS-A-SCOPE,1
4092,INTEREXPO CORP.,1
4093,BEBE TOYS MANUFACTORY LTD.,1
4094,"DIAGNOSTIC MARKERS, INC.",1
4095,"INTRALUMINAL THERAPEUTICS, INC.",1
4096,"GRACEFULLY YOURS, INC.",1
4097,ATLANTIS SCIENTIFIC CORP.,1
4098,"GFB INTL. TRADING, INC.",1
4099,"AUGUSTINE BIOMEDICAL & DESIGN, LLC",1
4100,BIOMET OSTEOBIOLOGICS,1
4101,"INLET MEDICAL, INC.",1
4102,"SUNCOAST MEDICAL MANUFACTURERS, INC.",1
4103,"TEMP MEDICAL PRODUCTS, INC.",1
4104,"XOUTH, INC.",1
4105,STAHMER WESTON SCIENTIFIC,1
4106,"STANDARD IMAGING, INC.",1
4107,"GRAND IMPERIAL, INC.",1
4108,"SUMMIT DURABLE MEDICAL EQUIPMENT, INC.",1
4109,"MILTEX, INC.",1
4110,NATIONAL DATA CORP.,1
4111,"STEP UP SKIN LASER, LLC",1
4112,KAY SEE DENTAL MFG. CO.,1
4113,"ZOLL CIRCULATION, INC.",1
4114,"IPAX, INC.",1
4115,"HAWTHORNE PRODUCTS, INC.",1
4116,THE RUHOF CORP.,1
4117,NEWWAVE MEDICAL LLC,1
4118,BENLIOGLU DENTAL ITHALAT INC.,1
4119,"CERTOL INTERNATIONAL, LLC",1
4120,"ORANGE-SOL, INC.",1
4121,"NANOFIBER SOLUTIONS, INC.",1
4122,"SENTREHEART, INC.",1
4123,"QINGDAO YOUJIA HYGIENE TECHNOLOGY CO., LTD",1
4124,"PIONEER SURGICAL TECHNOLOGY, INC.",1
4125,PANTEX,1
4126,CARDIOMEMS INC,1
4127,"NATHANIEL GOULD DIAGNOSTICS, INC.",1
4128,"US DIAGNOSTICS, INC.",1
4129,SEVAIDS INDUSTRIES,1
4130,ESS LIGHTING,1
4131,JANSSEN RESEARCH FOUNDATION,1
4132,"JIAMEI-UN CO., LTD.",1
4133,SEZ CORPORATION,1
4134,DRAGER MEDICAL B.V.,1
4135,MEDTEQ INNOVATIONS PTY LTD,1
4136,"PADI-LOCK, LLC",1
4137,BMA TECHNOLOGIES S.A.,1
4138,"A.Z.E. MEDICAL, INC.",1
4139,"BIOTRONIK, INC",1
4140,"LI MEDICAL TECHNOLOGIES, INC.",1
4141,"SKYLARK DEVICE & SYSTEMS CO., LTD",1
4142,"MARSAM PHARMACEUTICALS, INC.",1
4143,"SCOTT ALL-SPORTS, INC.",1
4144,"L & K BIOMED CO., LTD",1
4145,"ALFA SCIENTIFIC DESIGNS, INC.",1
4146,"AMBU, INC.",1
4147,ANESTHETIC VAPORIZER SERVICES,1
4148,CLEAN MEDICAL MANFACTURING CO;LTD,1
4149,"SHARGH PHARMACEUTICAL CO., INC.",1
4150,"XUANHUA METALLURGICAL INDUSTRY CO., LTD",1
4151,"DYMEDIX, INC.",1
4152,"APEX DENTAL MATERIALS, INC",1
4153,"STATLAB MEDICAL PRODUCTS, INC.",1
4154,"ORAD, INC.",1
4155,DITER ELEKTRONIIKKA OY,1
4156,"LIGHT AGE, INC.",1
4157,"JOMED CATHETER, INC.",1
4158,KALTENBACH & VOIGT GMBH,1
4159,"CARES BUILT, INC.",1
4160,"BAY X-RAY, INC.",1
4161,SPECIALTY TINT,1
4162,NOXELL,1
4163,"RSQ INDUSTRIES, INC.",1
4164,"GEMA, INC.",1
4165,"OLICON IMAGING SYSTEMS, INC.",1
4166,"ANGIOSYSTEMS, INC.",1
4167,TURTLE BEACH CORPORATION,1
4168,MEDICAL LASER RESEARCH & DEVELOPMENT CORP.,1
4169,DELTA INTERNATIONAL SERVICES & LOGISTICS S.R.L,1
4170,"THERAPEUTIC MONITORING SYSTEMS (TMS), INC.",1
4171,"SAUQUOIT INDUSTRIES, INC.",1
4172,SPINAL RESOURCES INC,1
4173,SYLVAN MEDICAL FIBEROPTICS,1
4174,"APEX MEDICAL PRODUCTS, LLC.",1
4175,CONCEPTOMED AS,1
4176,MEDCARE PRODUCTS,1
4177,"SHIJIAZHUANG LIANHE SHUNDA PLASTIC PRODUCTS CO., L",1
4178,CHROMA VISION MEDICAL SYSTEMS INC.,1
4179,VISION BIOSYSTEMS INC.,1
4180,NIHON KOHDEN CORP.,1
4181,ARCURO MEDICAL LTD.,1
4182,"COSMACEUTICAL MARKETING, INC.",1
4183,"PRECISE MEDICAL PRODUCTS, LTD.",1
4184,"WEIFANG BEIHAI COLOR PRINTING PACKAGGING CO., LTD",1
4185,POLYCORE OPTICAL PTE LTD.,1
4186,"FUJIFILM MEDICAL SYSTEMS USA, INC.",1
4187,"RAD-SOURCE, INC.",1
4188,"TM & M C/O BURDITT,BOWLES,RADZIUS & RUBERRY, LTD.",1
4189,"HOSPITAL CONCEPTS, INC.",1
4190,"HARBIN QUANKE MEDI-TECHNICAL DEVELOPMENT CO., LTD.",1
4191,"STRAIGHT SMILE, LLC",1
4192,"FIRST SENSE MEDICAL, LLC",1
4193,CASCADES DEVICE CONSULTING ASSOCIATES,1
4194,"ERADLINK, INC.",1
4195,AMERICAN MEDICAL PLASTICS CO.,1
4196,MILLENNIUM TECHNOLOGY SERVICES,1
4197,AMERICAN SURGICAL INSTRUMENTS CORP.,1
4198,"HEADWATERS, INC.",1
4199,COUSIN BIOTECH S.A.R.L,1
4200,TOPCO SALES,1
4201,UNION DENTAL S.A./UNIDESA.ODI,1
4202,"SHERMAN OPHTHALMIC SUPPLIES, INC.",1
4203,E. T. SKINNER,1
4204,MICROVENTION INC.,1
4205,WORLDWIDE SURGICAL GAUZE,1
4206,CAMBRIDGEMED,1
4207,"CAMSIGHT CO., INC.",1
4208,GLOVESWORLD INDUSTRIES SDN. BHD.,1
4209,"HOANA MEDICAL, INC.",1
4210,"CALIFORNIA DESIGN STUDIO, INC.",1
4211,"ASSET ENT., SDN BHD",1
4212,"EVERGREEN INDUSTRIES, INC.",1
4213,ZIMMER TRABECULAR METAL TECHNOLOGY,1
4214,"BIOMECHANIC, INC.",1
4215,"CARIE MED-TECH SERVICES, INC.",1
4216,HUNTLEIGH GROUP LTD.,1
4217,"CONTRAVES MEDICAL INSTRUMENTS, INC.",1
4218,PACE WEST,1
4219,"INTEGRATED COMPUTERIZED LABORATORY SYSTEMS, INC.",1
4220,EUROSPITAL S.P.A.,1
4221,"ZIRCAR ZIRCONIA, INC.",1
4222,SORIN GROUP ITALIA S.R.L.,1
4223,GRIFFITHS AND NIELSEN LTD,1
4224,POLLOGEN LTD.,1
4225,T.E.M. INSTRUMENTS LTD.,1
4226,"FLOSSIE, INC.",1
4227,G-MEDICAL INNOVATIONS LTD.,1
4228,NETWORK TRADING CORP.,1
4229,EARBEAR CO.,1
4230,PREMIER ANESTHESIA SYSTEMS,1
4231,NAM VIET GLOVE JOINT STOCK COMPANY,1
4232,"TERAYCO INTL., LTD.",1
4233,BODDINGTONS PLASTICS LTD,1
4234,"SWEDISH DENTAL PRODUCTS, INC.",1
4235,HODGKINSON & CORBY LTD.,1
4236,FAIRLAKE LABORATORIES,1
4237,INFANT HEARING ASSESSMENT FOUNDATION,1
4238,"EXTRAORTHO, INC.",1
4239,"INNOBLATIVE DESIGNS, INC.",1
4240,PREMIER DENTAL COMPANY PRODUCTS,1
4241,"CATHDATA, INC.",1
4242,SPEMBLY MEDICAL LTD.,1
4243,"NAKANISHI, INC.",1
4244,ECO MEDI GLOVE SDN. BHD,1
4245,"OSTEOMETER MEDITECH, INC.",1
4246,"ALLIED HEALTHCARE PRODUCTS, INC.",1
4247,NEC DISPLAY SOLUTIONS LTD.,1
4248,"T.A.G. MEDICAL PRODUCTS CORPORATION, LTD",1
4249,FORWARD SCIENCE,1
4250,IMED CORP.,1
4251,DIASORIN MOLECULAR LLC,1
4252,SPECIAL MACHINERY CO.,1
4253,SHARE INT'L,1
4254,"OPTICAL SYSTEMS INTL., INC.",1
4255,PPR DIAGNOSTICS LTD.,1
4256,"THE 4TH COLUMN, LLC",1
4257,A.B DENTAL DEVICE LTD.,1
4258,"SHANDONG BINXIANG MEDICAL PRODUCTS CO., LTD.",1
4259,ARTEMA MEDICAL AB,1
4260,BIOSOFT INTERNATIONAL CORP.,1
4261,"KOIOS MEDICAL, INC.",1
4262,MOLDED PRODUCTS INC.,1
4263,"O.P.T. USA, INC.",1
4264,INCSTAR CORP.,1
4265,"NEXUS6, LTD.",1
4266,BENQ MATERIALS CORPORATION,1
4267,"TOKUYAMA AMERICA, INC.",1
4268,EMPIRE PLASTICS MANUFACTURER,1
4269,INTEL CORPORATION DIGITAL HEALTH GROUP,1
4270,"KABI PHARMACIA, INC.",1
4271,"ENVISION, INC.",1
4272,"LIFE MEDICAL SERVICES, INC.",1
4273,OLEA MEDICAL,1
4274,"ELECTROCORE, LLC",1
4275,"INTERNATIONAL INNOVATIONS, INC.",1
4276,"MED-LOGICS, INC.",1
4277,GLOVETEX INDUSTRIES,1
4278,ADVANCED ULTRASONIC TESTING & RESEARCH CORP.,1
4279,"JIANGSU SHENLI MEDICAL PRODUCTION CO., LTD",1
4280,"EXCEL MEDICAL SYSTEMS, INC.",1
4281,"SOMERSAULT ORTHOPEDICS, INC.",1
4282,"MEDI TEX, INC.",1
4283,"SUMMIT TECHNOLOGY, INC.",1
4284,"AMERICAN UROLOGICALS, INC.",1
4285,TECRES SPA,1
4286,"IMAGE DIAGNOSTICS, INC.",1
4287,PETER FISCHER,1
4288,"VICTORY EYEWEAR CO., LTD.",1
4289,"IMACTIS, SAS",1
4290,"WISCCO DEVELOPMENT, INC.",1
4291,ASTROSCAN LTD.,1
4292,SAMIL ENTERPRISE CO.,1
4293,"NEONATAL LOVING KARE, INC.",1
4294,"SINOCARE MEDITECH, INC.",1
4295,LEE ELECTRONICS,1
4296,"HEARTFLOW, INC.",1
4297,"DIGIFLO, INC.",1
4298,HELENA LABORATORIES UK LTD,1
4299,PANTHEON MEDICAL,1
4300,"SEDECAL., SA.",1
4301,"BIORENEW LABS, LLC",1
4302,"ADVANCED ANALYTICAL SYSTEMS, INC.",1
4303,GUEY HER ENT. CO. LTD.,1
4304,"CAMERON-MILLER, INC.",1
4305,"IMED IRELAND, LTD.",1
4306,"MICROMRI, INC.",1
4307,SCIENTIFIC APPLICATIONS,1
4308,"ACTION ENGINEERING, INC.",1
4309,"BIOPLATE, INC.",1
4310,SONOVISION CORP.,1
4311,"VIVITEK, INC.",1
4312,NEUROCARE GROUP,1
4313,GENERAL SURGICAL INNOVATIONS,1
4314,"PLAYTEX PRODUCTS, INC.",1
4315,"DENVER BIOMATERIALS, INC.",1
4316,"AUSTIN & ASSOCIATES, INC./TELOS MEDICAL EQUIPMENT",1
4317,"ALLSEASONS ENVIRONMENTAL CONTROL, INC.",1
4318,WAN WING OPTICAL CO.,1
4319,"ISOAID, L.L.C.",1
4320,"HONSUN(NANTONG) CO., LTD.",1
4321,"MASTER & FRANK ENTERPRISE CO., LTD",1
4322,DFL INDUSTRIA E COMERCIO S.A.,1
4323,FITNESS MOTIVATION INSTITUTE OF AMERICA,1
4324,ORTHOPAEDIC RESOURCES CORP.,1
4325,ENACT HEALTH MANAGEMENT SYSTEMS,1
4326,"STRAUMANN USA, LLC (ON BEHALF OF INSTITUT STRAUMANN AG)",1
4327,"BREAST-MED, INC.",1
4328,CONAIR CORPORATION,1
4329,"FRESENIUS MEDICAL CARE NORTH AMERICA, DESIGN CENTE",1
4330,"EXARO CO., LTD.",1
4331,"PRO MED MFG., INC.",1
4332,"HERAEUS KULZER, LLC",1
4333,NLOWTRON-AIRE LTD.,1
4334,"HEALTH TEC, INC.",1
4335,PORTA-LUNG CO.,1
4336,ETHOX INTERNATIONAL,1
4337,STARTO MEDICAL CORP.,1
4338,"SAHAR TECHNOLOGIES, INC.",1
4339,"OCUTEC CORPORATION, INC.",1
4340,HANDIFLEX CORP.,1
4341,LASERTEK OY,1
4342,EXACTECH SARASOTA,1
4343,"JFV, INC.",1
4344,NITRITEX (M) SDN. BHD.,1
4345,"JEN I HARDWARE CO., LTD.",1
4346,"CHANGZHOU WASTON MEDICAL APPLIANCE CO., LTD",1
4347,QUANTEL MEDICAL,1
4348,"JESTROY, LTD.",1
4349,RAYSEARCH LABORATORIES AB,1
4350,"LESARN MFG., LTD.",1
4351,"STASIS LABS, INC.",1
4352,"SRMC CO., LTD",1
4353,"EXOS, INC.",1
4354,ROI FACTORY DIRECT FRAME CO.,1
4355,"VIROMED LABORATORIES, INC.",1
4356,MED2000 S.R.L.,1
4357,"DIASONICS, INC.",1
4358,BIONEN S.A.S.,1
4359,WELL LEAD MEDICAL INSTRUMENTS,1
4360,"DAVOL INC., SUBSIDIARY OF C.R. BARD",1
4361,"INTERCONTINENTAL NEW TECHNOLOGIES, INC.",1
4362,PLASTIMED LABORATOIRE PHARMACEUTIQUE,1
4363,"DAVID MEDICAL PRODUCTS CO.,LTD",1
4364,"SUZHOU LISCHKA MEDTECH CO., LTD.",1
4365,TOMARC (M) SDN BHD,1
4366,KERR HEARING AID LABORATORY,1
4367,FRONTLINE MEDICAL CORP.,1
4368,MARS MFG CO.,1
4369,"GAYSO BRIDGE-TECH, INC.",1
4370,"SEKISUI MEDICAL CO., LTD.",1
4371,"MOUNTAIN SHADES, INC.",1
4372,"CENTERPULSE SPINE-TECH, INC.",1
4373,ETHICON ENDO-SURGERY LLC,1
4374,"LKC TECHNOLOGIES, INC.",1
4375,"PULSE METRIC, INC.",1
4376,MTP SOLUTIONS LLC,1
4377,"ZIBO YAHAO SUPPLIES CO., LTD",1
4378,BIODYNAMICS CORP.,1
4379,"MENTOR UROLOGY, INC.",1
4380,"ORBUSNEICH MEDICAL, INC.",1
4381,FIFTYTWOWAYS LTD,1
4382,"RICH-LARKY COMPANY, INC.",1
4383,MEDICAL ELECTRONIC ASSN.,1
4384,"FRAMESMART, INC.",1
4385,GLORMED COLOMBIA S.A.,1
4386,TECHNICLONE INTL.,1
4387,VERSAMED LTD.,1
4388,"COHO TECHNOLOGY CO., LTD",1
4389,MILESMAN S.L.,1
4390,DENTIUM CO. LTD.,1
4391,"ULTRAFEM, INC.",1
4392,PATIENT HEALTHGUARDS CORP.,1
4393,HYDRON LTD.,1
4394,"RICHARDSON SCIENTIFIC, INC.",1
4395,"TRUELINE INSTRUMENTS, INC.",1
4396,"SUNOPTIC TECHNOLOGIES, LLC",1
4397,TRULIFE LTD.,1
4398,"THE SEE CLEAR COMPANY, INC",1
4399,"DOVER PRODUCTS, INC.",1
4400,"UNIQUE INDUSTRIES, INC.",1
4401,MIDWEST MONITORING,1
4402,"MIRAGE MEDICAL & CHEMICAL, INC.",1
4403,VERITY SCIENTIFIC LTD.,1
4404,"BIO CONCEPT CO., LTD",1
4405,"ALCOPRO, INC.",1
4406,"FOREMOST DENTAL MFG., CO.",1
4407,"EELE LABORATORIES, LLC",1
4408,MEDIC NRG LTD.,1
4409,"ARLINGTON SCIENTIFIC, INC.",1
4410,BUSINESS CONTACTS USA,1
4411,"U&C INTERNATIONAL CO., LTD.",1
4412,"SUZHOU COLOUR-WAY ENTERPRISE DEVELOPMENT CO., LTD.",1
4413,DIAGNOSTIC MEDICAL INSTRUMENTS,1
4414,"STAT MEDICAL DEVICES, INC.",1
4415,"CEEVRA, INC.",1
4416,"MITSMED MEDICAL INSTRUMENT TECHNOLOGY CO., LTD.",1
4417,"SENTRA MEDICAL DEVICES, LLC",1
4418,"MED-GENESIS, INC.",1
4419,MEDIVENT LIMITED,1
4420,KURARAY CO.,1
4421,FEMININE OPTIONS,1
4422,MEDICAL WORKSHOP,1
4423,"THAI HUA HOLDING CO., LTD.",1
4424,"ANTARES TECHNICAL ASSOCIATES, INC.",1
4425,EUROSETS S.R.L.,1
4426,ALLIED INSTRUMENTATION LABORATORY,1
4427,"TAMFORT, LTD.",1
4428,"PRIMAEVA MEDICAL, INC.",1
4429,"LIXI, INC.",1
4430,JOB CORPORATION,1
4431,BIODIAGNOSTIC INTL,1
4432,CLEVER CULTURE SYSTEMS AG,1
4433,MEDICAL MANAGER RESEARCH DEVELOPMENT,1
4434,SHEPHERD SCIENTIFIC INC,1
4435,INCITE INNOVATION,1
4436,NISSHO IWAI AMERICAN CORP.,1
4437,SAFETEX CORP.,1
4438,EDSON CORP.,1
4439,"NATIONMARK, INC.",1
4440,DEEP01 LIMITED,1
4441,"TRYLON ASSOCIATES, LTD.",1
4442,MOTREND INTERNATIONAL CORP.,1
4443,"NORTH AMERICAN RESCUE, LLC",1
4444,"THE ORVIS CO., INC.",1
4445,ARGEN CORPORATION,1
4446,"SURGICAL INNOVATORS OF AMERICA, INC.",1
4447,"JA-RU, INC.",1
4448,"LIFE-TECH INSTRUMENTS, INC.",1
4449,OCULAR SCIENCES,1
4450,SODEM SYSTEMS,1
4451,BRUEL & KJAER INDUSTRI A/S,1
4452,"STANFORD ASSOC., INC.",1
4453,"CATALYST ORTHOSCIENCE, INC.",1
4454,"CLEMENT CLARKE, INC.",1
4455,BARD CARDIOSURGERY DIV,1
4456,"HEALTH@FITNESS TECHNOLOGIES, INC.",1
4457,OVESCO ENDOSCOPY AG,1
4458,"JCM LABS, INC.",1
4459,"SHENZHEN RF TECH CO., LTD.",1
4460,"ALARA, INC.",1
4461,ROUTE 92 MEDICAL INC.,1
4462,BIOMETRAK CORP.,1
4463,"RJO BIOLOGICALS, INC.",1
4464,NURION INDUSTRIES,1
4465,"RED-TECH, INC.",1
4466,"I2S MICRO IMPLANTABLE SYSTEMS, LLC",1
4467,FIRESTONE FINANCIAL CORP.,1
4468,YAMAHACHI DENTAL MANUFACTURING CO.,1
4469,THOR INTERNATIONAL,1
4470,"OCEAN SCIENTIFIC, INC.",1
4471,"CURON SCIENTIFIC CO., LTD",1
4472,"TOP SUN AMERICA, INC.",1
4473,"METRO OPTICS OF AUSTIN, INC.",1
4474,ETHICON INC.,1
4475,"POINTDX, INC",1
4476,POWLAN MANUFACTURING CO.,1
4477,"INSPIRED IDEAS, INCORPORATED",1
4478,"HELIARC SPECIALISTS, INC.",1
4479,HIGI SH LLC,1
4480,ORTHOFIX,1
4481,CPAPNEA MEDICAL SUPPLY,1
4482,"TOSHIBA AMERICA MRI, INC.",1
4483,"OHMEDA MEDICAL, A DIVISION OF DATEX-OHMEDA, INC.,",1
4484,ORTHOGEN CORP.,1
4485,"DHASON BROTHERS, INC.",1
4486,"MCI OPTONIX, INC.",1
4487,"SHANGAI UNITED IMAGING HEALTHCARE CO., LTD.",1
4488,"GENUA 1944, INC.",1
4489,NORTON PERFORMANCE PLASTICS CORP.,1
4490,"HAEMACHEM, INC.",1
4491,COSMO HEALTH INC.,1
4492,"THERMAL WASTE TECHNOLOGY, INC.",1
4493,"NOBLES-LAI ENGINEERING, INC.",1
4494,"MEGA DYNE MEDICAL PRODUCTS, INC.",1
4495,HOLLISTER INCORPORATED,1
4496,"METAMORPHIC SURGICAL DEVICES, LLC.",1
4497,COMFORT RUBBER GLOVES INDUSTRIES SDN BHD,1
4498,"MULTIMEDIA MEDICAL SYSTEMS, INC.",1
4499,MINIMATIC IMPLANT TECHNOLOGY,1
4500,AUDIONICS CORP.,1
4501,"BRAINSCOPE COMPANY, INC.",1
4502,"KREATIV, INC.",1
4503,"CONMED INTEGRATED SYSTEMS, CANADA, ULC",1
4504,"ZIBO YINGBO MEDICAL PRODUCTS, INC.",1
4505,"NIHON MEDIX CO., LTD.",1
4506,"CONTINENTAL SOFT LENS, INC.",1
