id,device_id,predicate_id
37402,K090214,K030763
37403,K090215,K063266
37404,K090216,K073097
37405,K090216,K062881
37406,K090217,K022484
37407,K090218,K063579
37408,K090220,K023943
37409,K090220,K042605
37410,K090220,K041270
37411,K090220,K030982
37412,K090220,K040220
37413,K090221,K071872
37414,K090221,K990445
37415,K090221,K990443
37416,K090221,K050397
37417,K090221,K042554
37418,K090222,K063158
37419,K090223,K041286
37420,K090223,K043216
37421,K090223,K020289
37422,K090224,K072282
37423,K090224,K052847
37424,K090229,K042369
37425,K090230,K933881
37426,K090230,K043488
37427,K090230,K082942
37428,K090230,K983583
37429,K090230,K080792
37430,K090230,K041119
37431,K090230,K060979
37432,K090233,K973985
37433,K090233,K030812
37434,K090233,K081844
37435,K090233,K073707
37436,K090233,K051092
37437,K090234,K061319
37438,K090234,K073033
37439,K090235,K051442
37440,K090236,K071597
37441,K090237,K080744
37442,K090238,K042876
37443,K090238,K062335
37444,K090238,K023750
37445,K090239,K923463
37446,K090239,K081920
37447,K090240,K012366
37448,K090240,K992304
37449,K090242,K033138
37450,K090242,K072355
37451,K090242,K072636
37452,K090243,K063830
37453,K090244,K050359
37454,K090244,K073638
37455,K090245,K031373
37456,K090245,K073356
37457,K090248,K020777
37458,K090248,K063540
37459,K090249,K013615
37460,K090250,K072256
37461,K090250,K071445
37462,K090252,K043484
37463,K090253,K071342
37464,K090253,K082382
37465,K090253,K071336
37466,K090253,K993564
37467,K090253,K010233
37468,K090253,K072269
37469,K090253,K071514
37470,K090253,K960970
37471,K090254,K080383
37472,K090255,K080807
37473,K090256,K041535
37474,K090256,K890602
37475,K090257,K013134
37476,K090257,K970227
37477,K090258,K061919
37478,K090259,K872812
37479,K090259,K946374
37480,K090260,K082532
37481,K090261,K000495
37482,K090262,K002868
37483,K090262,K070262
37484,K090262,K860484
37485,K090264,K091980
37486,K090264,K972696
37487,K090264,K070927
37488,K090264,K040882
37489,K090264,K073377
37490,K090266,K013694
37491,K090266,K082364
37492,K090266,K071299
37493,K090271,K071887
37494,K090271,K052830
37495,K090271,K980483
37496,K090271,K041632
37497,K090272,K895395
37498,K090273,K043132
37499,K090273,K012451
37500,K090273,K971813
37501,K090273,K049087
37502,K090273,K073682
37503,K090275,K014047
37504,K090276,K063085
37505,K090276,K080760
37506,K090276,K050240
37507,K090276,K083149
37508,K090276,K071036
37509,K090278,K032473
37510,K090278,K081051
37511,K090279,K042876
37512,K090279,K062335
37513,K090279,K023750
37514,K090281,K013300
37515,K090281,K061025
37516,K090281,K073496
37517,K090281,K050738
37518,K090282,K031856
37519,K090282,K032334
37520,K090282,K060429
37521,K090283,K992845
37522,K090284,K932636
37523,K090284,K905629
37524,K090285,K904745
37525,K090285,K002150
37526,K090285,K911657
37527,K090285,K051904
37528,K090285,K974697
37529,K090285,K905830
37530,K090285,K040249
37531,K090285,K082718
37532,K090285,K955443
37533,K090286,K053398
37534,K090286,K040615
37535,K090288,K080185
37536,K090288,K080442
37537,K090288,K040835
37538,K090288,K063712
37539,K090288,K072370
37540,K090294,K020294
37541,K090295,K072653
37542,K090296,K090246
37543,K090296,K884312
37544,K090299,K082991
37545,K090299,K071535
37546,K090299,K042344
37547,K090300,K060258
37548,K090301,K011710
37549,K090301,K850291
37550,K090303,K040919
37551,K090303,K041233
37552,K090304,K040304
37553,K090304,K071809
37554,K090306,K981916
37555,K090306,K010013
37556,K090306,K081312
37557,K090307,K062263
37558,K090307,K081738
37559,K090308,K991038
37560,K090308,K010744
37561,K090309,K951589
37562,K090309,K924469
37563,K090310,K063050
37564,K090310,K080329
37565,K090311,K040157
37566,K090312,K080591
37567,K090312,K060567
37568,K090312,K043377
37569,K090312,K060653
37570,K090315,K052670
37571,K090317,K082092
37572,K090317,K902062
37573,K090318,K020635
37574,K090320,K080767
37575,K090320,K062685
37576,K090321,K931393
37577,K090322,K012663
37578,K090322,K043002
37579,K090323,K062251
37580,K090324,K072691
37581,K090325,K083837
37582,K090325,K083489
37583,K090326,K083771
37584,K090326,K081858
37585,K090330,K860021
37586,K090330,K003261
37587,K090332,K053079
37588,K090334,K690334
37589,K090334,K072786
37590,K090335,K080583
37591,K090337,K041342
37592,K090337,K090000
37593,K090338,K070338
37594,K090339,K033538
37595,K090340,K043284
37596,K090340,K972699
37597,K090341,K072566
37598,K090341,K072862
37599,K090341,K003630
37600,K090343,K010681
37601,K090343,K043229
37602,K090343,K070573
37603,K090343,K032394
37604,K090345,K062212
37605,K090345,K011994
37606,K090346,K042251
37607,K090346,K030606
37608,K090348,K031123
37609,K090348,K021653
37610,K090349,K905007
37611,K090350,K000796
37612,K090352,K871204
37613,K090352,K082520
37614,K090353,K041452
37615,K090353,P970015
37616,K090353,K010353
37617,K090353,K083026
37618,K090353,P960025
37619,K090353,P950019
37620,K090353,P950002
37621,K090354,K032534
37622,K090355,K023042
37623,K090355,K990743
37624,K090355,K073243
37625,K090357,K080666
37626,K090357,K082461
37627,K090358,K941615
37628,K090360,K030973
37629,K090360,K060576
37630,K090362,K991206
37631,K090364,K063785
37632,K090364,K690464
37633,K090364,K023320
37634,K090364,K052036
37635,K090365,K073225
37636,K090366,K994317
37637,K090366,K042864
37638,K090367,K072217
37639,K090369,K972436
37640,K090371,K070765
37641,K090371,K071087
37642,K090372,K071574
37643,K090372,K840455
37644,K090372,K020834
37645,K090372,K081697
37646,K090375,K080547
37647,K090376,P960025
37648,K090376,P950002
37649,K090376,P970015
37650,K090376,P950019
37651,K090377,K070570
37652,K090377,K090054
37653,K090378,K083066
37654,K090379,K082762
37655,K090379,K982304
37656,K090385,K963329
37657,K090385,K060721
37658,K090385,K022410
37659,K090385,K905379
37660,K090385,K021019
37661,K090385,K090365
37662,K090386,K011291
37663,K090387,K020986
37664,K090387,K032268
37665,K090387,K081439
37666,K090389,K062538
37667,K090390,K040962
37668,K090390,K981676
37669,K090393,K082666
37670,K090393,K070958
37671,K090394,K040150
37672,K090397,K090387
37673,K090399,K050165
37674,K090399,K072331
37675,K090399,K060234
37676,K090399,K030527
37677,K090403,K082368
37678,K090404,K072784
37679,K090405,K023558
37680,K090405,K072369
37681,K090405,K022401
37682,K090406,K052562
37683,K090408,K080241
37684,K090409,K021436
37685,K090409,K021429
37686,K090409,K000238
37687,K090411,K082019
37688,K090411,K030686
37689,K090413,K091321
37690,K090413,K051321
37691,K090414,K061716
37692,K090417,K010172
37693,K090419,K082619
37694,K090419,K082659
37695,K090419,K072814
37696,K090420,K012448
37697,K090420,K043088
37698,K090421,K020329
37699,K090421,K024023
37700,K090422,K072527
37701,K090422,K062401
37702,K090422,K073079
37703,K090424,K080876
37704,K090425,K080699
37705,K090425,K071795
37706,K090426,K992699
37707,K090427,K970854
37708,K090427,K000825
37709,K090429,K990941
37710,K090430,K970121
37711,K090430,K863081
37712,K090430,K010420
37713,K090430,K013784
37714,K090430,K690420
37715,K090430,K924608
37716,K090431,K060178
37717,K090431,K962631
37718,K090433,K974212
37719,K090433,K001334
37720,K090434,K071848
37721,K090436,K896130
37722,K090436,K073004
37723,K090436,K030440
37724,K090436,K971794
37725,K090438,K030973
37726,K090438,K053419
37727,K090438,K062605
37728,K090439,K013694
37729,K090440,K081407
37730,K090440,K070823
37731,K090440,K031493
37732,K090449,K022115
37733,K090450,K051997
37734,K090452,K071838
37735,K090452,K083561
37736,K090452,K043195
37737,K090453,K063173
37738,K090453,K041316
37739,K090454,K082974
37740,K090454,K852179
37741,K090456,K063546
37742,K090456,K052125
37743,K090458,K072134
37744,K090458,K010458
37745,K090458,K070219
37746,K090459,K060082
37747,K090460,K050085
37748,K090461,K083348
37749,K090461,K072090
37750,K090462,K081105
37751,K090462,K060937
37752,K090466,K080883
37753,K090467,K082350
37754,K090468,K081521
37755,K090468,K023289
37756,K090469,K033821
37757,K090470,K944415
37758,K090472,K073446
37759,K090472,K071404
37760,K090473,K013042
37761,K090473,K051975
37762,K090474,K070108
37763,K090475,K053247
37764,K090476,K071490
37765,K090478,K050241
37766,K090481,K052545
37767,K090483,K051366
37768,K090484,K083874
37769,K090486,K980876
37770,K090489,K022011
37771,K090490,K071808
37772,K090490,K040490
37773,K090490,K050359
37774,K090493,K990809
37775,K090493,K013725
37776,K090493,K001788
37777,K090495,K030703
37778,K090496,K073104
37779,K090496,K040784
37780,K090496,K020003
37781,K090499,K024197
37782,K090501,K083006
37783,K090501,K060769
37784,K090503,K061688
37785,K090504,K052839
37786,K090504,K073373
37787,K090505,K063761
37788,K090505,K021628
37789,K090505,K020112
37790,K090506,K051440
37791,K090506,K050319
37792,K090510,K040480
37793,K090511,K082117
37794,K090511,K082544
37795,K090514,K994055
37796,K090514,K073244
37797,K090514,K031226
37798,K090514,K071014
37799,K090515,K080470
37800,K090515,K082117
37801,K090518,K082117
37802,K090518,K061546
37803,K090519,K082198
37804,K090519,K982915
37805,K090519,K802926
37806,K090521,K072748
37807,K090521,K071350
37808,K090521,K081944
37809,K090522,K911936
37810,K090522,K061497
37811,K090522,K030310
37812,K090523,K033312
37813,K090523,K081952
37814,K090523,K041449
37815,K090524,K062160
37816,K090525,K062991
37817,K090525,K072459
37818,K090526,K072134
37819,K090527,K062051
37820,K090530,K063478
37821,K090530,K063778
37822,K090530,K063479
37823,K090531,K010464
37824,K090532,K080532
37825,K090532,K921668
37826,K090532,K030507
37827,K090533,K082117
37828,K090533,K080592
37829,K090534,K061743
37830,K090534,K082117
37831,K090536,K072784
37832,K090539,K063533
37833,K090539,K063540
37834,K090541,K051687
37835,K090542,K024013
37836,K090546,K082441
37837,K090548,K993526
37838,K090548,K082827
37839,K090548,K053368
37840,K090549,K072434
37841,K090549,K011969
37842,K090552,K052995
37843,K090552,K041521
37844,K090554,K964551
37845,K090554,K061453
37846,K090555,K072583
37847,K090555,K082117
37848,K090556,K033296
37849,K090556,K062144
37850,K090556,K060065
37851,K090556,K001775
37852,K090556,K012891
37853,K090557,K070475
37854,K090560,K080531
37855,K090562,K073551
37856,K090563,K041905
37857,K090563,K010750
37858,K090565,K010565
37859,K090565,K032394
37860,K090565,K050391
37861,K090566,K990148
37862,K090566,K070082
37863,K090566,K071724
37864,K090567,K073045
37865,K090569,K926364
37866,K090571,K034030
37867,K090571,K070805
37868,K090571,K042474
37869,K090571,K072564
37870,K090571,K973354
37871,K090571,K031488
37872,K090571,K992757
37873,K090571,K032991
37874,K090571,K040055
37875,K090571,K971874
37876,K090578,K031771
37877,K090579,K031051
37878,K090579,K021801
37879,K090580,K051710
37880,K090580,K090445
37881,K090580,K070092
37882,K090580,K030876
37883,K090580,K033942
37884,K090581,K010348
37885,K090582,K991407
37886,K090582,K041786
37887,K090583,K011412
37888,K090583,K063485
37889,K090585,K070309
37890,K090586,K972267
37891,K090586,K030819
37892,K090587,K082945
37893,K090588,K060774
37894,K090588,K023764
37895,K090588,K926221
37896,K090588,K043546
37897,K090588,K955436
37898,K090588,K042281
37899,K090590,K061685
37900,K090594,K061845
37901,K090594,K042735
37902,K090594,K051087
37903,K090594,K061338
37904,K090596,K043270
37905,K090596,K033329
37906,K090596,K040546
37907,K090596,K965098
37908,K090596,K083497
37909,K090596,K082770
37910,K090597,K030488
37911,K090598,K071133
37912,K090598,K983658
37913,K090599,K072581
37914,K090601,K053412
37915,K090602,K962854
37916,K090602,K051228
37917,K090602,K070156
37918,K090602,K052158
37919,K090605,K992739
37920,K090605,K082914
37921,K090605,K010658
37922,K090605,K022949
37923,K090605,K963045
37924,K090607,K010607
37925,K090607,K060267
37926,K090607,K061126
37927,K090608,K011387
37928,K090608,K060397
37929,K090609,K073118
37930,K090610,K053016
37931,K090610,K030795
37932,K090611,K904987
37933,K090615,K061349
37934,K090618,K040727
37935,K090620,K061219
37936,K090620,K072474
37937,K090620,K973036
37938,K090620,K080818
37939,K090621,K062868
37940,K090621,K903390
37941,K090624,K052834
37942,K090625,K063781
37943,K090625,K051523
37944,K090625,K982795
37945,K090628,K062058
37946,K090629,K062829
37947,K090629,K073492
37948,K090630,K040630
37949,K090630,K945154
37950,K090631,K935426
37951,K090631,K973046
37952,K090631,K936426
37953,K090631,K042412
37954,K090631,K012771
37955,K090632,K071431
37956,K090633,K993153
37957,K090633,K001498
37958,K090633,K892058
37959,K090633,K082947
37960,K090633,K073404
37961,K090633,K002890
37962,K090633,K063682
37963,K090634,K001368
37964,K090636,K020875
37965,K090637,K983602
37966,K090637,K051405
37967,K090637,K061727
37968,K090637,K960532
37969,K090637,K031785
37970,K090637,K031955
37971,K090638,K082676
37972,K090639,K080915
37973,K090641,K994337
37974,K090641,K030131
37975,K090641,K090644
37976,K090646,K031102
37977,K090646,K022103
37978,K090648,K933881
37979,K090648,K071860
37980,K090648,K082942
37981,K090648,K983583
37982,K090648,K041119
37983,K090649,K061672
37984,K090649,K051553
37985,K090650,K030680
37986,K090652,K070783
37987,K090652,K011510
37988,K090652,K030837
37989,K090653,K063068
37990,K090656,K063509
37991,K090656,K080434
37992,K090657,K062085
37993,K090660,K052198
37994,K090660,K073041
37995,K090660,K023337
37996,K090661,K061373
37997,K090662,K051212
37998,K090663,K070662
37999,K090663,K082006
38000,K090663,K953640
38001,K090666,K020221
38002,K090666,K073344
38003,K090666,K080522
38004,K090666,K993106
38005,K090666,K013248
38006,K090666,K031493
38007,K090666,K000684
38008,K090669,K010633
38009,K090669,K032167
38010,K090669,K974341
38011,K090669,K974291
38012,K090670,K072466
38013,K090670,K096670
38014,K090670,K915054
38015,K090671,K072581
38016,K090672,K081963
38017,K090675,K062352
38018,K090675,K060736
38019,K090675,K050636
38020,K090675,K962823
38021,K090675,K012945
38022,K090675,K033669
38023,K090676,K070084
38024,K090676,K060317
38025,K090676,K080317
38026,K090677,K032676
38027,K090677,K073719
38028,K090679,K040163
38029,K090680,K011967
38030,K090680,K013556
38031,K090680,K003553
38032,K090681,K023456
38033,K090682,K063293
38034,K090682,K070320
38035,K090683,K072485
38036,K090683,K060226
38037,K090683,K082775
38038,K090686,K931271
38039,K090686,K063009
38040,K090686,K063603
38041,K090686,K063017
38042,K090688,K992159
38043,K090688,K051701
38044,K090688,K980431
38045,K090689,K982136
38046,K090689,K051997
38047,K090689,K003551
38048,K090689,K082117
38049,K090689,K001787
38050,K090690,K070605
38051,K090695,K932807
38052,K090696,K063222
38053,K090696,K083287
38054,K090696,K042022
38055,K090696,K081365
38056,K090697,K072157
38057,K090698,K911632
38058,K090699,K070452
38059,K090699,K070546
38060,K090699,K040872
38061,K090700,K982315
38062,K090702,K080157
38063,K090703,K020852
38064,K090705,K951987
38065,K090705,P830055
38066,K090705,K001456
38067,K090705,K994370
38068,K090705,K872379
38069,K090705,K912663
38070,K090705,K923277
38071,K090705,K033272
38072,K090705,K994770
38073,K090706,K033470
38074,K090706,K954055
38075,K090709,K080162
38076,K090709,K030007
38077,K090709,K040807
38078,K090710,K013884
38079,K090710,K954486
38080,K090710,K013844
38081,K090712,K051285
38082,K090714,K052376
38083,K090714,K014296
38084,K090714,K003780
38085,K090716,K032158
38086,K090718,K011394
38087,K090718,K980986
38088,K090718,K053438
38089,K090720,K984547
38090,K090720,K984162
38091,K090720,K931372
38092,K090720,K081606
38093,K090720,K042017
38094,K090720,K942749
38095,K090720,K973880
38096,K090721,K060400
38097,K090721,K070288
38098,K090721,K040812
38099,K090722,K993641
38100,K090723,K953101
38101,K090724,K030480
38102,K090724,K060516
38103,K090725,K020325
38104,K090727,K041124
38105,K090728,K011526
38106,K090728,K982543
38107,K090728,K021066
38108,K090730,K060399
38109,K090730,K072019
38110,K090730,K935693
38111,K090731,K060728
38112,K090731,K041613
38113,K090731,K060432
38114,K090734,K971573
38115,K090734,K080404
38116,K090735,K071949
38117,K090736,K030739
38118,K090736,K820159
38119,K090737,K070452
38120,K090737,K031043
38121,K090738,K072002
38122,K090738,K903056
38123,K090738,K903058
38124,K090739,K040521
38125,K090739,K053361
38126,K090739,K033636
38127,K090740,K072317
38128,K090740,K022778
38129,K090740,K021170
38130,K090740,K052054
38131,K090742,K031447
38132,K090743,K010649
38133,K090743,K973713
38134,K090744,K080591
38135,K090744,K081307
38136,K090744,K060653
38137,K090744,K080638
38138,K090744,K043377
38139,K090745,K073290
38140,K090749,K041120
38141,K090749,K062403
38142,K090749,K002432
38143,K090750,K072398
38144,K090751,K926453
38145,K090751,K082504
38146,K090753,K023285
38147,K090754,K073617
38148,K090754,K083379
38149,K090754,K082185
38150,K090754,K022354
38151,K090755,K970551
38152,K090757,K994038
38153,K090757,K042774
38154,K090757,K013106
38155,K090759,K012991
38156,K090759,K080845
38157,K090760,K052407
38158,K090760,K052308
38159,K090762,K031425
38160,K090762,K051259
38161,K090762,K973324
38162,K090762,K040384
38163,K090762,K030426
38164,K090762,K072034
38165,K090763,K082172
38166,K090764,K083392
38167,K090764,K041906
38168,K090764,K010081
38169,K090764,K042842
38170,K090764,K032964
38171,K090766,K080848
38172,K090766,K063443
38173,K090767,K082795
38174,K090768,K083317
38175,K090768,K070826
38176,K090768,K090769
38177,K090769,K070826
38178,K090770,K083317
38179,K090772,K080319
38180,K090773,K970513
38181,K090774,K010372
38182,K090774,K081704
38183,K090774,K990075
38184,K090774,K021550
38185,K090774,K021538
38186,K090774,K063297
38187,K090776,K051399
38188,K090776,K022544
38189,K090776,K001243
38190,K090776,K973172
38191,K090776,K002308
38192,K090776,K943445
38193,K090777,K082420
38194,K090778,K083823
38195,K090778,K081882
38196,K090779,K042673
38197,K090779,K051286
38198,K090779,K033090
38199,K090779,K071890
38200,K090780,K061079
38201,K090781,K053232
38202,K090783,K063711
38203,K090785,K053462
38204,K090785,K081937
38205,K090786,K063020
38206,K090791,K073547
38207,K090791,K042729
38208,K090792,K984355
38209,K090792,K000663
38210,K090793,K981182
38211,K090794,K040194
38212,K090799,K062174
38213,K090799,K062196
38214,K090799,K955348
38215,K090799,K082195
38216,K090799,K041119
38217,K090799,K073126
38218,K090801,K040086
38219,K090801,K042007
38220,K090801,K050567
38221,K090801,K032363
38222,K090801,K060194
38223,K090801,K060843
38224,K090801,K062304
38225,K090801,K993128
38226,K090801,K042273
38227,K090802,K061087
38228,K090802,K060187
38229,K090803,K973573
38230,K090804,K060105
38231,K090804,K002001
38232,K090804,K072993
38233,K090804,K022465
38234,K090805,K072165
38235,K090805,K071949
38236,K090806,K051095
38237,K090807,K001842
38238,K090808,K072916
38239,K090808,K041577
38240,K090808,K080601
38241,K090809,K032934
38242,K090809,K073050
38243,K090809,K083472
38244,K090810,K965053
38245,K090811,K051765
38246,K090811,K022240
38247,K090811,K780395
38248,K090812,K061407
38249,K090814,K042225
38250,K090815,K082194
38251,K090816,K080758
38252,K090816,K073470
38253,K090816,P960025
38254,K090816,K082014
38255,K090817,K961584
38256,K090819,K090098
38257,K090820,K082298
38258,K090820,K053527
38259,K090820,K982940
38260,K090821,K030925
38261,K090821,K951546
38262,K090821,K051301
38263,K090821,K001895
38264,K090821,K801590
38265,K090821,K920752
38266,K090821,K062850
38267,K090821,K822345
38268,K090823,K021792
38269,K090824,K081824
38270,K090824,K984631
38271,K090824,K984361
38272,K090824,K053446
38273,K090825,K073058
38274,K090825,K063861
38275,K090825,K073465
38276,K090827,K081825
38277,K090827,K062440
38278,K090829,K983467
38279,K090829,K972042
38280,K090830,K022484
38281,K090830,K043383
38282,K090831,K800744
38283,K090832,K041562
38284,K090835,K061863
38285,K090835,K053561
38286,K090835,K072291
38287,K090837,K082484
38288,K090838,K031003
38289,K090838,K062996
38290,K090838,K002677
38291,K090839,K983495
38292,K090841,K012254
38293,K090844,K081008
38294,K090845,K041950
38295,K090845,K031110
38296,K090845,K062489
38297,K090845,K043123
38298,K090845,K000788
38299,K090845,K071946
38300,K090846,K905710
38301,K090846,K935047
38302,K090847,K013837
38303,K090848,K041161
38304,K090848,K083355
38305,K090848,K082330
38306,K090849,K082854
38307,K090850,K080736
38308,K090850,K031813
38309,K090850,K060732
38310,K090850,K040082
38311,K090853,K963252
38312,K090853,K040018
38313,K090854,K023657
38314,K090854,K081915
38315,K090855,K063050
38316,K090855,K080329
38317,K090855,K090310
38318,K090855,K083033
38319,K090855,K082575
38320,K090856,K981486
38321,K090858,K081126
38322,K090861,K945700
38323,K090863,K012387
38324,K090863,K071955
38325,K090863,K980878
38326,K090864,K081459
38327,K090864,K051947
38328,K090864,K981262
38329,K090865,K020411
38330,K090866,K072123
38331,K090866,K071120
38332,K090869,K901074
38333,K090869,K001565
38334,K090869,K964248
38335,K090869,K070311
38336,K090869,K860149
38337,K090869,K994243
38338,K090870,K031992
38339,K090870,K051990
38340,K090870,K030688
38341,K090870,K042187
38342,K090871,K073316
38343,K090872,K063644
38344,K090873,K974212
38345,K090873,K001334
38346,K090873,K010873
38347,K090878,K062597
38348,K090878,K090818
38349,K090879,K063546
38350,K090879,K053008
38351,K090879,K030854
38352,K090880,K040880
38353,K090880,K081882
38354,K090880,K010860
38355,K090882,K001616
38356,K090882,K963805
38357,K090882,K032438
38358,K090884,K062902
38359,K090884,K042488
38360,K090884,K033080
38361,K090885,K983126
38362,K090886,K071953
38363,K090886,K072698
38364,K090886,K070886
38365,K090888,K021981
38366,K090888,K981668
38367,K090888,K010608
38368,K090888,K981371
38369,K090888,K992133
38370,K090891,K082461
38371,K090892,K051400
38372,K090892,K073707
38373,K090892,K050676
38374,K090892,K061609
38375,K090893,K041971
38376,K090894,K993948
38377,K090894,K021792
38378,K090894,K022127
38379,K090894,K061474
38380,K090895,K974352
38381,K090898,K050877
38382,K090899,K041722
38383,K090899,K082128
38384,K090899,K001340
38385,K090900,K033809
38386,K090901,K063787
38387,K090901,K060543
38388,K090901,K073720
38389,K090901,K051435
38390,K090902,K082619
38391,K090902,K032676
38392,K090905,K900865
38393,K090910,K052085
38394,K090911,K070327
38395,K090911,K062951
38396,K090911,K072731
38397,K090912,K061129
38398,K090913,K082559
38399,K090914,K050843
38400,K090915,K760584
38401,K090915,K853146
38402,K090915,K780381
38403,K090919,K050466
38404,K090919,K062881
38405,K090920,K012292
38406,K090920,K953239
38407,K090921,K830696
38408,K090921,K040353
38409,K090921,K032325
38410,K090921,K925643
38411,K090922,K061650
38412,K090925,K953867
38413,K090925,K921979
38414,K090925,K071190
38415,K090926,K994143
38416,K090926,K072212
38417,K090926,K970751
38418,K090926,K970748
38419,K090926,K953397
38420,K090929,K070440
38421,K090929,K071630
38422,K090929,K980987
38423,K090929,K010994
38424,K090931,K970339
38425,K090934,K070993
38426,K090935,K032922
38427,K090935,K073600
38428,K090935,K013306
38429,K090935,K954207
38430,K090935,K060105
38431,K090935,K053352
38432,K090936,K051534
38433,K090936,K290936
38434,K090936,K070936
38435,K090936,K082124
38436,K090937,K042759
38437,K090938,K970631
38438,K090939,K080183
38439,K090939,K033306
38440,K090939,K031775
38441,K090940,K990827
38442,K090943,K052762
38443,K090943,K063855
38444,K090947,K061447
38445,K090950,K051443
38446,K090950,K051885
38447,K090950,K974399
38448,K090951,K013532
38449,K090952,K083442
38450,K090953,K081232
38451,K090955,K063467
38452,K090957,K060803
38453,K090957,K060523
38454,K090957,K042384
38455,K090957,K042626
38456,K090957,K040113
38457,K090958,K071516
38458,K090958,K070867
38459,K090958,K061901
38460,K090958,K974562
38461,K090959,K962956
38462,K090959,K960373
38463,K090960,K050874
38464,K090960,K023254
38465,K090960,K013483
38466,K090961,K041771
38467,K090961,K844214
38468,K090961,K031555
38469,K090961,K060963
38470,K090962,K062719
38471,K090962,K070476
38472,K090963,K080319
38473,K090963,K040963
38474,K090963,K070967
38475,K090964,K060099
38476,K090967,K060375
38477,K090968,K081063
38478,K090968,K061945
38479,K090970,K023914
38480,K090971,K081825
38481,K090971,K043144
38482,K090972,K973441
38483,K090972,K051022
38484,K090972,K042269
38485,K090972,K914808
38486,K090972,K061540
38487,K090973,K082362
38488,K090976,K082299
38489,K090976,K052070
38490,K090976,K071946
38491,K090977,K083784
38492,K090978,K963970
38493,K090980,K955456
38494,K090982,K052792
38495,K090982,K022556
38496,K090982,K970337
38497,K090986,K072496
38498,K090986,K070351
38499,K090987,K952203
38500,K090987,K040829
38501,K090987,K952293
38502,K090987,K060142
38503,K090988,K072858
38504,K090988,K021657
38505,K090988,K081023
38506,K090988,K043101
38507,K090989,K042007
38508,K090989,K081574
38509,K090991,K082350
38510,K090991,K070658
38511,K090992,K032605
38512,K090993,K012833
38513,K090993,K042855
38514,K090993,K990144
38515,K090993,K050802
38516,K090994,K050407
38517,K090994,K061262
38518,K090994,K070507
38519,K090995,K063282
38520,K090996,K042017
38521,K090996,K082108
38522,K090998,K001534
38523,K090998,K071784
38524,K090999,K043489
38525,K090999,K080415
38526,K090999,K042553
38527,K091000,K040050
38528,K091000,K033514
38529,K091001,K071000
38530,K091001,K052995
38531,K091001,K082228
38532,K091001,K061624
38533,K091006,K070159
38534,K091006,K050962
38535,K091006,K060190
38536,K091006,K041486
38537,K091009,K060827
38538,K091009,K072786
38539,K091009,K061682
38540,K091009,K051308
38541,K091009,K081794
38542,K091009,K052805
38543,K091010,K960640
38544,K091010,K993801
38545,K091010,K041610
38546,K091010,K061180
38547,K091011,K983754
38548,K091011,K002886
38549,K091011,K983756
38550,K091011,K021889
38551,K091011,K933367
38552,K091013,K071354
38553,K091013,K063835
38554,K091014,K042515
38555,K091014,K053514
38556,K091016,K040472
38557,K091017,K081225
38558,K091021,K073038
38559,K091021,K042768
38560,K091021,K080091
38561,K091021,K050567
38562,K091022,K080420
38563,K091023,K041023
38564,K091024,K042812
38565,K091025,K972359
38566,K091028,K013472
38567,K091029,K060904
38568,K091029,K011056
38569,K091031,K081558
38570,K091031,K082575
38571,K091031,K050798
38572,K091031,K032288
38573,K091034,K080383
38574,K091034,K891696
38575,K091035,K032410
38576,K091035,K061228
38577,K091038,K062544
38578,K091038,K060782
38579,K091038,K050129
38580,K091039,K913852
38581,K091039,K880920
38582,K091039,K709103
38583,K091041,K013572
38584,K091041,K090669
38585,K091041,K032167
38586,K091042,K052218
38587,K091042,K052217
38588,K091043,K022309
38589,K091044,K070922
38590,K091047,K023929
38591,K091050,K051038
38592,K091051,K040891
38593,K091051,K041651
38594,K091052,K070626
38595,K091052,K992140
38596,K091052,K942782
38597,K091052,K010670
38598,K091053,K022504
38599,K091053,K060159
38600,K091053,K082688
38601,K091053,K063765
38602,K091053,K081030
38603,K091053,K033612
38604,K091056,K071185
38605,K091057,K082052
38606,K091059,K073322
38607,K091059,K082721
38608,K091060,K861992
38609,K091060,K841547
38610,K091060,K901303
38611,K091061,K021019
38612,K091061,K041593
38613,K091061,K001434
38614,K091062,K022115
38615,K091064,K043486
38616,K091064,K052268
38617,K091064,K072823
38618,K091064,K011877
38619,K091064,K053044
38620,K091065,K944713
38621,K091066,K032916
38622,K091066,K991648
38623,K091067,K061441
38624,K091067,K082608
38625,K091068,K071068
38626,K091068,K983575
38627,K091069,K011719
38628,K091069,K081023
38629,K091070,K984444
38630,K091070,K052338
38631,K091070,K091670
38632,K091070,K031169
38633,K091071,K070273
38634,K091073,K080784
38635,K091073,K051673
38636,K091075,K062282
38637,K091075,K042463
38638,K091077,K034050
38639,K091077,K082305
38640,K091084,K954942
38641,K091084,K061486
38642,K091087,K082662
38643,K091088,P000028
38644,K091088,P980048
38645,K091088,K083857
38646,K091090,K092830
38647,K091090,K091690
38648,K091090,K031447
38649,K091093,K083226
38650,K091093,K083619
38651,K091094,K072785
38652,K091094,K090075
38653,K091096,K032081
38654,K091099,K030636
38655,K091099,K060812
38656,K091100,K061050
38657,K091100,K073690
38658,K091102,K063068
38659,K091103,K040902
38660,K091107,K033089
38661,K091109,K070462
38662,K091109,K080837
38663,K091109,K081920
38664,K091110,K024348
38665,K091110,K030383
38666,K091111,K991355
38667,K091112,K021861
38668,K091112,K010263
38669,K091113,K926296
38670,K091113,K930953
38671,K091114,K021262
38672,K091114,K021330
