id,review_panel,medical_specialty,device_name,device_class,unclassified_reason_code,gmp_exempt_flag,third_party_review_eligible,third_party_review_code,regulation_number,submission_type,implant_flag,life_sustain_support_flag,summary_malfunction_reporting
GME,MI,MI,"Antisera, Fluorescent, Cryptococcus Neoformans",2,,0,0,,866.3165,510(K) Exempt,0,0,1
GMG,MI,MI,"Antigen, Latex Agglutination, Coccidioides Immitis",2,,0,0,,866.3135,510(K) Exempt,0,0,1
GMH,MI,MI,"Antiserum, Positive Control, Coccidioides Immitis",2,,0,0,,866.3135,510(K) Exempt,0,0,1
GMI,MI,MI,"Antigen, Cf And / Or Id, Coccidioides Immitis",2,,0,0,,866.3135,510(K) Exempt,0,0,1
GMJ,MI,MI,"Antigens, Histoplasma Capsulatum, All",2,,0,0,,866.332,510(K) Exempt,0,0,1
GMK,MI,MI,"Antiserum, Positive Control, Histoplasma Capsulatum",2,,0,0,,866.332,510(K) Exempt,0,0,1
GML,MI,MI,"Antisera, Fluorescent, Histoplasma Capsulatum",2,,0,0,,866.332,510(K) Exempt,0,0,1
GMM,MI,MI,"Antigens, Iha, Toxoplasma Gondii",2,,0,1,,866.378,510(K),0,0,1
GMN,MI,MI,"Antigens, Cf, Toxoplasma Gondii",2,,0,1,,866.378,510(K),0,0,1
GMO,MI,MI,"Antigen, Latex Agglutination, Entamoeba Histolytica & Rel. Spp.",2,,0,0,,866.322,510(K) Exempt,0,0,1
GMP,MI,MI,"Antisera, Control For Nontreponemal Tests",2,,0,1,,866.382,510(K),0,0,1
GMQ,MI,MI,"Antigens, Nontreponemal, All",2,,0,1,,866.382,510(K),0,0,1
GMR,MI,MI,"Sera, Reactive And Non-Specific Control, Fta-Abs Test",2,,0,1,,866.383,510(K),0,0,1
GMS,MI,MI,"Anti-Human Globulin, Fta-Abs Test",2,,0,1,,866.383,510(K),0,0,1
GMT,MI,MI,"Antigens, Ha, Treponema Pallidum",2,,0,1,,866.383,510(K),0,0,1
GMW,MI,MI,"Test, Sorbent, Fta-Abs",2,,0,1,,866.383,510(K),0,0,1
GMX,MI,MI,"Antisera, Fluorescent Antibody For Fta-Abs Test",2,,0,1,,866.383,510(K),0,0,1
GMY,MI,MI,"Antisera, Fluorescent, All Types, Escherichia Coli",1,,0,0,,866.3255,510(K) Exempt,0,0,1
GMZ,MI,MI,"Antigens, All Types, Escherichia Coli",1,,0,0,,866.3255,510(K) Exempt,0,0,1
GNA,MI,MI,"Antisera, All Types, Escherichia Coli",1,,0,0,,866.3255,510(K) Exempt,0,0,1
GNB,MI,MI,"Antisera, All Types, Shigella Spp.",2,,0,0,,866.366,510(K) Exempt,0,0,1
GNC,MI,MI,"Antigens, Febrile, Slide And Tube, All Groups, Salmonella Spp.",2,,0,0,,866.355,510(K) Exempt,0,0,1
GND,MI,MI,"Antigen, Iha, T. Cruzi",1,,0,1,,866.387,510(K),0,0,1
GNE,MI,MI,"Antigen, Latex Agglutination, T. Cruzi",1,,0,1,,866.387,510(K),0,0,1
GNF,MI,MI,"Antigen, Cf, T. Cruzi",1,,0,1,,866.387,510(K),0,0,1
GNG,MI,MI,"Antigens, Cf (Including Cf Control), Coxsackievirus A 1-24, B 1-6",1,,0,0,,866.3145,510(K) Exempt,0,0,1
GNH,MI,MI,"Antigen, Fluorescent Antibody Test, Schistosoma Mansoni",1,,0,0,,866.36,510(K) Exempt,0,0,1
GNI,MI,MI,"Antisera, Neutralization, Echovirus 1-34",1,,0,0,,866.3205,510(K) Exempt,0,0,1
GNJ,MI,MI,"Antigens, Ha, Echovirus 1-34",1,,0,0,,866.3205,510(K) Exempt,0,0,1
GNK,MI,MI,"Antisera, Cf, Echovirus 1-34",1,,0,0,,866.3205,510(K) Exempt,0,0,1
GNL,MI,MI,"Antigens, Cf (Including Cf Control), Echovirus 1-34",1,,0,0,,866.3205,510(K) Exempt,0,0,1
GNM,MI,MI,"Antisera, Fluorescent, Coxsackievirus A 1-24, B 1-6",1,,0,0,,866.3145,510(K) Exempt,0,0,1
GNN,MI,MI,"Antisera, Neutralization, Coxsackievirus A 1-24, B 1-6",1,,0,0,,866.3145,510(K) Exempt,0,0,1
GNO,MI,MI,"Antisera, Cf, Coxsackievirus A 1-24, B 1-6",1,,0,0,,866.3145,510(K) Exempt,0,0,1
GNP,MI,MI,"Antiserum, Cf, Epstein-Barr Virus",1,,0,1,,866.3235,510(K),0,0,1
GNQ,MI,MI,"Antigen, Cf (Including Cf Control), Epstein-Barr Virus",1,,0,1,,866.3235,510(K),0,0,1
GNR,MI,MI,"Antisera, Neutralization, Influenza Virus A, B, C",1,,0,0,,866.333,510(K) Exempt,0,0,1
GNS,MI,MI,"Antisera, Hai, Influenza Virus A, B, C",1,,0,0,,866.333,510(K) Exempt,0,0,1
GNT,MI,MI,"Antigens, Ha (Including Ha Control), Influenza Virus A, B, C",1,,0,0,,866.333,510(K) Exempt,0,0,1
GNW,MI,MI,"Antisera, Cf, Influenza Virus A, B, C",1,,0,0,,866.333,510(K) Exempt,0,0,1
GNX,MI,MI,"Antigens, Cf (Including Cf Control), Influenza Virus A, B, C",1,,0,0,,866.333,510(K) Exempt,0,0,1
GNY,MI,MI,"Antisera, Fluorescent, Adenovirus 1-33",1,,0,0,,866.302,510(K) Exempt,0,0,1
GNZ,MI,MI,"Antisera, Neutralization, Adenovirus 1-33",1,,0,0,,866.302,510(K) Exempt,0,0,1
GOA,MI,MI,"Antisera, Cf, Adenovirus 1-33",1,,0,0,,866.302,510(K) Exempt,0,0,1
GOB,MI,MI,"Antigens, Ha (Including Ha Control), Adenovirus 1-33",1,,0,0,,866.302,510(K) Exempt,0,0,1
GOC,MI,MI,"Antisera, Hai, Adenovirus 1-33",1,,0,0,,866.302,510(K) Exempt,0,0,1
GOD,MI,MI,"Antigens, Cf (Including Cf Control), Adenovirus 1-33",1,,0,0,,866.302,510(K) Exempt,0,0,1
GOE,MI,MI,"Antisera, Fluorescent, Poliovirus 1-3",1,,0,0,,866.3405,510(K) Exempt,0,0,1
GOF,MI,MI,"Antisera, Neutralization, Poliovirus 1-3",1,,0,0,,866.3405,510(K) Exempt,0,0,1
GOG,MI,MI,"Antisera, Cf, Poliovirus 1-3",1,,0,0,,866.3405,510(K) Exempt,0,0,1
GOH,MI,MI,"Antigens, Cf (Including Cf Control), Poliovirus 1-3",1,,0,0,,866.3405,510(K) Exempt,0,0,1
GOI,MI,MI,"Antiserum, Fluorescent, Rabies Virus",2,,0,0,,866.346,510(K),0,0,1
GOJ,MI,MI,"Antisera, Neutralization, Rubella",2,,0,1,,866.351,510(K),0,0,1
GOK,MI,MI,"Antisera, Hai (Including Hai Control), Rubella",2,,0,1,,866.351,510(K),0,0,1
GOL,MI,MI,"Antigen, Ha (Including Ha Control), Rubella",2,,0,1,,866.351,510(K),0,0,1
GOM,MI,MI,"Antisera, Cf, Rubella",2,,0,1,,866.351,510(K),0,0,1
GON,MI,MI,"Antigen, Cf (Including Cf Control), Rubella",2,,0,1,,866.351,510(K),0,0,1
GOO,MI,MI,"Antisera, Fluorescent, All Globulins, Salmonella Spp.",2,,0,0,,866.355,510(K) Exempt,0,0,1
GOP,MI,MI,"Antisera, C. Acnes (553, 605)",1,,0,0,,866.314,510(K) Exempt,0,0,1
GOS,MI,MI,"Antiserum, Fluorescent, C. Diphtheriae",1,,0,0,,866.314,510(K) Exempt,0,0,1
GOT,MI,MI,"Antigen, B. Parapertussis",1,,0,0,,866.3065,510(K) Exempt,0,0,1
GOW,MI,MI,"Antisera, Agglutinating, B. Parapertussis",1,,0,0,,866.3065,510(K) Exempt,0,0,1
GOX,MI,MI,"Antigen, B. Pertussis",1,,0,0,,866.3065,510(K) Exempt,0,0,1
GOY,MI,MI,"Antisera, Agglutinating, B. Pertussis, All",1,,0,0,,866.3065,510(K) Exempt,0,0,1
GOZ,MI,MI,"Antisera, Fluorescent, B. Pertussis",1,,0,0,,866.3065,510(K) Exempt,0,0,1
GPD,MI,MI,"Antigen, Indirect Fluorescent Antibody Test, Echinococcus Granulosus",1,,0,0,,866.32,510(K) Exempt,0,0,1
GPE,MI,MI,"Antisera, Positive Control, Echinococcus Spp.",1,,0,0,,866.32,510(K) Exempt,0,0,1
GPF,MI,MI,"Antigen, Agglutinating, Echinococcus Spp.",1,,0,0,,866.32,510(K) Exempt,0,0,1
GPG,MI,MI,"Antigen, Latex Agglutination, Trichinella Spiralis",1,,0,0,,866.385,510(K) Exempt,0,0,1
GPH,MI,MI,"Antiserum, Bentonite Flocculation, Trichinella Spiralis",1,,0,0,,866.385,510(K) Exempt,0,0,1
GPI,MI,MI,"Antigen, Bentonite Flocculation, Trichinella Spiralis",1,,0,0,,866.385,510(K) Exempt,0,0,1
GPJ,MI,MI,"Antiserum, Fluorescent, Q Fever",1,,0,0,,866.35,510(K) Exempt,0,0,1
GPK,MI,MI,"Antiserum, Rickettsial Pox",1,,0,0,,866.35,510(K) Exempt,0,0,1
GPM,MI,MI,"Antiserum, Murine Typhus Fever",1,,0,0,,866.35,510(K) Exempt,0,0,1
GPN,MI,MI,"Antiserum, Typhus Fever",1,,0,0,,866.35,510(K) Exempt,0,0,1
GPO,MI,MI,"Antigen, Cf, Typhus Fever Group",1,,0,0,,866.35,510(K) Exempt,0,0,1
GPP,MI,MI,"Antiserum, Rocky Mountain Spotted Fever",1,,0,0,,866.35,510(K) Exempt,0,0,1
GPQ,MI,MI,"Antigen, Cf, Spotted Fever Group",1,,0,0,,866.35,510(K) Exempt,0,0,1
GPR,MI,MI,"Antiserum, Cf, Q Fever",1,,0,0,,866.35,510(K) Exempt,0,0,1
GPS,MI,MI,"Antigen, Cf, Q Fever",1,,0,0,,866.35,510(K) Exempt,0,0,1
GPT,MI,MI,"Antiserum, Cf, Psittacosis (Chlamydia Group)",1,,0,1,,866.312,510(K),0,0,1
GPW,MI,MI,"Antigen, Cf, Psittacosis (Chlamydia Group)",1,,0,1,,866.312,510(K),0,0,1
GPX,MI,MI,"Antisera, Neutralizion, Reovirus 1-3",1,,0,0,,866.347,510(K) Exempt,0,0,1
GPY,MI,MI,"Antisera, Hai, Reovirus 1-3",1,,0,0,,866.347,510(K) Exempt,0,0,1
GPZ,MI,MI,"Antisera, Cf, Reovirus 1-3",1,,0,0,,866.347,510(K) Exempt,0,0,1
GQA,MI,MI,"Antigens, Ha (Including Ha Control), Reovirus 1-3",1,,0,0,,866.347,510(K) Exempt,0,0,1
GQB,MI,MI,"Antigens, Cf (Including Cf Control), Reovirus 1-3",1,,0,0,,866.347,510(K) Exempt,0,0,1
GQC,MI,MI,"Antisera, Cf, Equine Encephalitis Virus, Eee, Wee",1,,0,0,,866.324,510(K) Exempt,0,0,1
GQD,MI,MI,"Antigens, Cf (Including Cf Control), Equine Encephalitis Virus, Eee, Wee",1,,0,0,,866.324,510(K) Exempt,0,0,1
GQE,MI,MI,"Antisera, Neutralization, All Types, Rhinovirus",1,,0,0,,866.349,510(K) Exempt,0,0,1
GQF,MI,MI,"Antiserum, Neutralization, Respiratory Syncytial Virus",1,,0,0,,866.348,510(K) Exempt,0,0,1
GQG,MI,MI,"Antigen, Cf (Including Cf Controls), Respiratory Syncytial Virus",1,,0,0,,866.348,510(K) Exempt,0,0,1
GQH,MI,MI,"Antigen, Cf (Including Cf Control), Cytomegalovirus",2,,0,1,,866.3175,510(K),0,0,1
GQI,MI,MI,"Antiserum, Cf, Cytomegalovirus",2,,0,1,,866.3175,510(K),0,0,1
GQJ,MI,MI,"Antiserum, Cf, Lymphocytic Choriomeningitis Virus",1,,0,0,,866.336,510(K) Exempt,0,0,1
GQK,MI,MI,"Antigen, Cf, Lymphocytic Choriomeningitis Virus",1,,0,0,,866.336,510(K) Exempt,0,0,1
GQL,MI,MI,"Antisera, Fluorescent, Herpesvirus Hominis 1,2",2,,0,0,,866.3305,510(K),0,0,1
GQM,MI,MI,"Antisera, Neutralization, Herpesvirus Hominis",2,,0,0,,866.3305,510(K),0,0,1
GQN,MI,MI,"Antigen, Cf (Including Cf Control), Herpesvirus Hominis 1,2",2,,0,0,,866.3305,510(K),0,0,1
GQO,MI,MI,"Antisera, Cf, Herpesvirus Hominis 1,2",2,,0,0,,866.3305,510(K),0,0,1
GQP,MI,MI,"Antisera, Neutralization, Parainfluenza Virus 1-4",1,,0,0,,866.34,510(K) Exempt,0,0,1
GQQ,MI,MI,"Antisera, Hai, Parainfluenza Virus 1-4",1,,0,0,,866.34,510(K) Exempt,0,0,1
GQR,MI,MI,"Antigens, Ha (Including Ha Control), Parainfluenza Virus 1-4",1,,0,0,,866.34,510(K) Exempt,0,0,1
GQS,MI,MI,"Antigens, Cf (Including Cf Control), Parainfluenza Virus 1-4",1,,0,0,,866.34,510(K) Exempt,0,0,1
GQT,MI,MI,"Antisera, Cf, Parainfluenza Virus 1-4",1,,0,0,,866.34,510(K) Exempt,0,0,1
GQW,MI,MI,"Antigen, Cf, (Including Cf Control), Varicella-Zoster",2,,0,1,,866.39,510(K),0,0,1
GQX,MI,MI,"Antiserum, Cf, Varicella-Zoster",2,,0,1,,866.39,510(K),0,0,1
GQY,MI,MI,"Antigen, Ha (Including Ha Control), Mumps Virus",1,,0,0,,866.338,510(K) Exempt,0,0,1
GQZ,MI,MI,"Antiserum, Neutralization, Mumps Virus",1,,0,0,,866.338,510(K) Exempt,0,0,1
GRA,MI,MI,"Antiserum, Fluorescent, Mumps Virus",1,,0,0,,866.338,510(K) Exempt,0,0,1
GRB,MI,MI,"Antiserum, Cf, Mumps Virus",1,,0,0,,866.338,510(K) Exempt,0,0,1
GRC,MI,MI,"Antigen, Cf (Including Cf Control), Mumps Virus",1,,0,0,,866.338,510(K) Exempt,0,0,1
GRD,MI,MI,"Antiserum, Hai, Mumps Virus",1,,0,0,,866.338,510(K) Exempt,0,0,1
GRE,MI,MI,"Antiserum, Fluorescent, Rubeola",1,,0,0,,866.352,510(K) Exempt,0,0,1
GRF,MI,MI,"Antiserum, Cf, Rubeola",1,,0,0,,866.352,510(K) Exempt,0,0,1
GRG,MI,MI,"Antiserum, Hai, Rubeola",1,,0,0,,866.352,510(K) Exempt,0,0,1
GRH,MI,MI,"Antigen, Ha (Including Ha Control), Rubeola",1,,0,0,,866.352,510(K) Exempt,0,0,1
GRI,MI,MI,"Antiserum, Neutralization, Rubeola",1,,0,0,,866.352,510(K) Exempt,0,0,1
GRJ,MI,MI,"Antigen, Cf, (Including Cf Control), Rubeola",1,,0,0,,866.352,510(K) Exempt,0,0,1
GRK,MI,MI,"Antisera, Fluorescent, Echovirus 1-34",1,,0,0,,866.3205,510(K) Exempt,0,0,1
GRL,MI,MI,"Antigens, All Groups, Salmonella Spp.",2,,0,0,,866.355,510(K) Exempt,0,0,1
GRM,MI,MI,"Antisera, All Groups, Salmonella Spp.",2,,0,0,,866.355,510(K) Exempt,0,0,1
GRO,MI,MI,"Antisera, Fluorescent, All Types, Hemophilus Spp.",2,,0,0,,866.33,510(K) Exempt,0,0,1
GRP,MI,MI,"Antisera, All Types, H. Influenza",2,,0,0,,866.33,510(K) Exempt,0,0,1
GRT,MI,MI,"Antiserum, Fluorescent, Mycobacterium Tuberculosis",1,,0,1,,866.337,510(K),0,0,1
GRW,MI,MI,"Antisera, All Fluorescent, Leptospira Spp.",2,,0,0,,866.335,510(K) Exempt,0,0,1
GRX,MI,MI,"Antisera, All Leptospira Spp.",2,,0,0,,866.335,510(K) Exempt,0,0,1
GRY,MI,MI,"Antigens, All, Leptospira Spp.",2,,0,0,,866.335,510(K) Exempt,0,0,1
GRZ,MI,MI,"Antisera, Fluorescent, All, Mycoplasma Spp.",1,,0,0,,866.3375,510(K) Exempt,0,0,1
GSA,MI,MI,"Antisera, All Mycoplasma Spp.",1,,0,0,,866.3375,510(K) Exempt,0,0,1
GSB,MI,MI,"Antigens, Cf, All, Mycoplasma Spp.",1,,0,0,,866.3375,510(K) Exempt,0,0,1
GSD,MI,MI,"Antiserum, Fluorescent, Erysipelothrix Rhusiopathiae",1,,0,0,,866.325,510(K) Exempt,0,0,1
GSE,MI,MI,"Antiserum, Erysipelothrix Rhusiopathiae",1,,0,0,,866.325,510(K) Exempt,0,0,1
GSF,MI,MI,"Antigen, Erysipelothrix Rhusiopathiae",1,,0,0,,866.325,510(K) Exempt,0,0,1
GSG,MI,MI,"Antisera, Fluorescent, All Types, Listeria Monocytogenes",1,,0,0,,866.3355,510(K) Exempt,0,0,1
GSH,MI,MI,"Antisera, All Types, Listeria Monocytogenes",1,,0,0,,866.3355,510(K) Exempt,0,0,1
GSI,MI,MI,"Antigens, Slide And Tube, All Types, Listeria Monocytogenes",1,,0,0,,866.3355,510(K) Exempt,0,0,1
GSJ,MI,MI,"Antiserum, Fluorescent, Francisella Tularensis",2,,0,0,,866.328,510(K) Exempt,0,0,1
GSK,MI,MI,"Antiserum, Francisella Tularensis",2,,0,0,,866.328,510(K) Exempt,0,0,1
GSL,MI,MI,"Antigens, Slide And Tube, Francisella Tularensis",2,,0,0,,866.328,510(K) Exempt,0,0,1
GSM,MI,MI,"Antisera, Fluorescent, Brucella Spp.",2,,0,0,,866.3085,510(K) Exempt,0,0,1
GSN,MI,MI,"Antiserum, Positive And Negative Febrile Antigen Control Serum",2,,0,0,,866.3085,510(K) Exempt,0,0,1
GSO,MI,MI,"Antigens (Febrile), Agglutination, Brucella Spp.",2,,0,0,,866.3085,510(K) Exempt,0,0,1
GSP,MI,MI,"Antiserum, Fluorescent, Campylobacter Fetus",1,,0,1,,866.311,510(K),0,0,1
GSQ,MI,MI,"Antiserum, Vibrio Cholerae, All Varieties",2,,0,0,,866.393,510(K) Exempt,0,0,1
GSR,MI,MI,"Antisera, Fluorescent, Pseudomonas Pseudomallei",2,,0,0,,866.3415,510(K) Exempt,0,0,1
GSS,MI,MI,"Antisera, Fluorescent, Pseudomonas Aeruginosa",2,,0,0,,866.3415,510(K) Exempt,0,0,1
GST,MI,MI,"Antiserum, Pseudomonas Pseudomallei",2,,0,0,,866.3415,510(K) Exempt,0,0,1
GSW,MI,MI,"Antiserum, Flavobacterium Meningosepticum, All Groups",1,,0,0,,866.327,510(K) Exempt,0,0,1
GSX,MI,MI,"Antisera, Acinetobacter Calcoaceticus, All Varieties",1,,0,0,,866.301,510(K) Exempt,0,0,1
GSY,MI,MI,"Antisera, Fluorescent, All Globulins, Proteus Spp.",1,,0,0,,866.341,510(K) Exempt,0,0,1
GSZ,MI,MI,"Antigens, Febrile (Weil-Felix), All Groups",1,,0,0,,866.341,510(K) Exempt,0,0,1
GTA,MI,MI,"Antisera, All, Serratia Marcesans",1,,0,0,,866.363,510(K) Exempt,0,0,1
GTB,MI,MI,"Antisera, Fluorescent, All Types, Klebsiella Spp.",1,,0,0,,866.334,510(K) Exempt,0,0,1
GTC,MI,MI,"Antisera, All Types, Klebsiella Spp.",1,,0,0,,866.334,510(K) Exempt,0,0,1
GTD,MI,MI,"Antisera, Fluorescent, All Globulins, Shigella Spp.",2,,0,0,,866.366,510(K) Exempt,0,0,1
GTE,MI,MI,"Antisera, Arizona Spp., All",1,,0,0,,866.3035,510(K) Exempt,0,0,1
GTF,MI,MI,"Antisera, Bethesda - Ballerup Polyvalent, Citrobacter Spp.",1,,0,0,,866.3125,510(K) Exempt,0,0,1
GTH,MI,MI,"Antiserum, Fluorescent (Direct Test), All Groups, N. Gonorrhoeae",2,,0,1,,866.339,510(K),0,0,1
GTI,MI,MI,"Antisera, Fluorescent, All Groups, N. Meningitidis",2,,0,1,,866.339,510(K),0,0,1
GTJ,MI,MI,"Antisera, All Groups, N. Meningitidis",2,,0,1,,866.339,510(K),0,0,1
GTL,MI,MI,"Phages, Staphylococcal Typing, All Types",1,,0,0,,866.205,510(K) Exempt,0,0,1
GTN,MI,MI,"Antisera, Fluorescent, All Types, Staphylococcus Spp.",1,,0,0,,866.37,510(K) Exempt,0,0,1
GTO,MI,MI,Anti-Streptokinase,1,,0,0,,866.372,510(K) Exempt,0,0,1
GTP,MI,MI,"Exoenzymes, Multiple, Streptococcal",1,,0,0,,866.372,510(K) Exempt,0,0,1
GTQ,MI,MI,Antistreptolysin - Titer/Streptolysin O Reagent,1,,0,0,,866.372,510(K) Exempt,0,0,1
GTR,MI,MI,"Antideoxyribonuclease, Streptococcus Spp.",1,,0,0,,866.372,510(K) Exempt,0,0,1
GTX,MI,MI,"Antisera, Fluorescent, All Groups, Streptococcus Spp.",1,,0,0,,866.374,510(K) Exempt,0,0,1
GTY,MI,MI,"Antigens, All Groups, Streptococcus Spp.",1,,0,0,,866.374,510(K) Exempt,0,0,1
GTZ,MI,MI,"Antisera, All Groups, Streptococcus Spp.",1,,0,0,,866.374,510(K) Exempt,0,0,1
GWB,MI,MI,"Antisera, Fluorescent, All Types, Streptococcus Pneumoniae",1,,0,0,,866.374,510(K) Exempt,0,0,1
GWC,MI,MI,"Antisera, All Types, Streptococcus Pneumoniae",1,,0,0,,866.374,510(K) Exempt,0,0,1
GWD,MI,MI,"Indirect Fluorescent Antibody Test, Entamoeba Histolytica & Rel Sp",2,,0,0,,866.322,510(K) Exempt,0,0,1
GWE,NE,NE,"Stimulator, Photic, Evoked Response",2,,0,1,,882.189,510(K),0,0,1
GWF,NE,NE,"Stimulator, Electrical, Evoked Response",2,,0,1,,882.187,510(K),0,0,1
GWG,NE,NE,"Endoscope, Neurological",2,,0,0,,882.148,510(K),0,0,0
GWI,NE,NE,"Discriminator, Two-Point",1,,1,0,,882.12,510(K) Exempt,0,0,1
GWJ,NE,NE,"Stimulator, Auditory, Evoked Response",2,,0,1,,882.19,510(K),0,0,1
GWK,NE,NE,"Conditioner, Signal, Physiological",2,,0,1,,882.1845,510(K),0,0,1
GWL,NE,NE,"Amplifier, Physiological Signal",2,,0,1,,882.1835,510(K),0,0,1
GWM,NE,NE,"Device, Monitoring, Intracranial Pressure",2,,0,1,,882.162,510(K),0,0,0
GWN,NE,NE,Nystagmograph,2,,0,1,,882.146,510(K),0,0,1
GWO,NE,NE,"Plate, Cranioplasty, Preformed, Alterable",2,,0,0,,882.532,510(K),1,0,1
GWQ,NE,NE,Full-Montage Standard Electroencephalograph,2,,0,1,,882.14,510(K),0,0,1
GWR,NE,NE,"Generator, Electroencephalograph Test Signal",1,,0,0,,882.143,510(K) Exempt,0,0,1
GWS,NE,NE,"Analyzer, Spectrum, Electroencephalogram Signal",1,,0,1,,882.142,510(K),0,0,1
GWW,NE,NE,Ataxiagraph,1,,0,0,,882.103,510(K) Exempt,0,0,1
GWX,NE,NE,"Fork, Tuning",1,,1,0,,882.1525,510(K) Exempt,0,0,1
GWY,NE,NE,Pinwheel,1,,0,0,,882.175,510(K) Exempt,0,0,1
GWZ,NE,NE,Percussor,1,,1,0,,882.17,510(K) Exempt,0,0,1
GXB,NE,NE,Esthesiometer,1,,1,0,,882.15,510(K) Exempt,0,0,1
GXC,NE,NE,"Device, Electroconvulsive Therapy",3,,0,0,,882.594,PMA,0,0,0
GXD,NE,NE,"Generator, Lesion, Radiofrequency",2,,0,1,,882.44,510(K),0,0,0
GXE,NE,NE,Leukotome,1,,0,0,,882.46,510(K) Exempt,0,0,1
GXH,NE,NE,"Device, Surgical, Cryogenic",2,,0,1,,882.425,510(K),0,0,1
GXI,NE,NE,"Probe, Radiofrequency Lesion",2,,0,1,,882.4725,510(K),0,0,0
GXJ,NE,NE,"Punch, Skull",1,,0,0,,882.475,510(K) Exempt,0,0,1
GXL,NE,NE,"Screwdriver, Skullplate",1,,0,0,,882.49,510(K) Exempt,0,0,1
GXM,NE,NE,"Anvil, Skull Plate",1,,0,0,,882.403,510(K) Exempt,0,0,1
GXN,NE,NE,"Plate, Cranioplasty, Preformed, Non-Alterable",2,,0,0,,882.533,510(K),1,0,1
GXO,NE,NE,"Strip, Craniosynostosis, Preformed",2,,0,0,,882.59,510(K),1,0,1
GXP,NE,NE,Methyl Methacrylate For Cranioplasty,2,,0,0,,882.53,510(K),1,0,1
GXQ,NE,NE,Dura Substitute,2,,0,0,,882.591,510(K),1,0,0
GXR,NE,NE,"Cover, Burr Hole",2,,0,0,,882.525,510(K),1,0,1
GXS,NE,NE,"Monitor, Alpha",2,,0,1,,882.161,510(K),0,0,1
GXT,NE,NE,"Monitor, Lesion Temperature",2,,0,1,,882.55,510(K),0,0,1
GXW,NE,NE,Echoencephalograph,2,,0,1,,882.124,510(K),0,0,1
GXX,NE,NE,"Block, Test, Ultrasonic Scanner Calibration",1,,0,0,,882.1925,510(K) Exempt,0,0,1
GXY,NE,NE,"Electrode, Cutaneous",2,,0,1,,882.132,510(K),0,0,0
GXZ,NE,NE,"Electrode, Needle",2,,0,1,,882.135,510(K),0,0,1
GYA,NE,NE,"Tester, Electrode/Lead, Electroencephalograph",1,,0,0,,882.141,510(K) Exempt,0,0,1
GYB,NE,NE,"Media, Electroconductive",2,,0,1,,882.1275,510(K),0,0,1
GYC,NE,NE,"Electrode, Cortical",2,,0,1,,882.131,510(K),0,0,1
GYD,NE,NE,"Transducer, Tremor",2,,0,1,,882.195,510(K),0,0,1
GYE,NE,NE,Encephalogram Telemetry System,2,,0,0,,882.1855,510(K) Exempt,0,0,1
GYK,NE,NE,"Instrument, Shunt System Implantation",1,,0,0,,882.4545,510(K) Exempt,0,0,1
GYZ,NE,NE,"Stimulator, Intracerebral/Subcortical, Implanted",3,,0,0,,882.584,PMA,1,0,0
GZA,NE,NE,Implanted Cerebellar Stimulator,3,,0,0,,882.582,PMA,1,0,0
GZB,NE,NE,"Stimulator, Spinal-Cord, Implanted (Pain Relief)",2,,0,0,,882.588,510(K),1,0,0
GZC,PM,NE,"Stimulator, Neuromuscular, Implanted",3,,0,0,,882.586,PMA,1,0,0
GZD,GU,NE,"Stimulator, Spinal-Cord, Implanted, For Bladder Evacuation",3,,0,0,,882.585,PMA,1,0,1
GZE,AN,NE,Implanted Diaphragmatic/Phrenic Nerve Stimulator,3,,0,0,,882.583,PMA,1,0,1
GZF,NE,NE,"Stimulator, Peripheral Nerve, Implanted (Pain Relief)",2,,0,0,,882.587,510(K),1,0,0
GZI,NE,NE,"Stimulator, Neuromuscular, External Functional",2,,0,1,,882.581,510(K),0,0,1
GZJ,NE,NE,"Stimulator, Nerve, Transcutaneous, For Pain Relief",2,,0,1,,882.589,510(K),0,0,1
GZK,NE,NE,"Electrode, Nasopharyngeal",2,,0,1,,882.134,510(K),0,0,1
GZL,NE,NE,"Electrode, Depth",2,,0,1,,882.133,510(K),0,0,1
GZM,NE,NE,"Analyzer, Rigidity",2,,0,0,,882.102,510(K) Exempt,0,0,1
GZN,NE,NE,Rheoencephalograph,3,,0,0,,882.1825,PMA,0,0,0
GZO,NE,NE,"Device, Galvanic Skin Response Measurement",2,,0,0,,882.154,510(K) Exempt,0,0,1
GZP,NE,NE,"Stimulator, Mechanical, Evoked Response",2,,0,1,,882.188,510(K),0,0,1
GZQ,NE,NE,"Instrument, Dowel Cutting",2,,0,1,,882.4275,510(K),0,0,1
GZT,NE,NE,"Retractor, Self-Retaining, For Neurosurgery",2,,0,1,,882.48,510(K),0,0,1
GZX,NE,NE,"Instrument, Microsurgical",1,,0,0,,882.4525,510(K) Exempt,0,0,1
HAB,SU,SU,"Saw, Powered, And Accessories",1,,0,0,,878.482,510(K) Exempt,0,0,1
HAD,NE,NE,"Rongeur, Powered",2,,0,1,,882.4845,510(K),0,0,1
HAE,NE,NE,"Rongeur, Manual",2,,0,1,,882.484,510(K),0,0,1
HAM,SU,SU,"Apparatus, Electrosurgical",2,,0,1,,878.44,510(K),0,0,1
HAO,NE,NE,"Instrument, Surgical, Non-Powered",1,,0,0,,882.4535,510(K) Exempt,0,0,1
HAS,NE,NE,"Needle, Neurosurgical Suture",1,,0,0,,882.465,510(K) Exempt,0,0,1
